Frequency (Hz)	Level (dB)
852.580261	-88.543312
853.253174	-89.171707
853.926086	-90.038574
854.598999	-89.622986
855.271912	-86.110367
855.944824	-87.316483
856.617737	-89.079834
857.290649	-88.263725
857.963562	-87.959908
858.636475	-88.920418
859.309387	-87.856308
859.982300	-87.409340
860.655212	-86.646057
861.328125	-87.346100
862.001038	-87.948776
862.673950	-88.133659
863.346863	-89.090317
864.019775	-89.513771
864.692688	-89.688705
865.365601	-90.788330
866.038513	-90.814240
866.711426	-90.853310
867.384338	-86.015312
868.057251	-80.547905
868.730164	-77.144997
869.403076	-76.018562
870.075989	-78.590324
870.748901	-82.533836
871.421814	-84.482056
872.094727	-88.013306
872.767639	-89.073448
873.440552	-89.678474
874.113464	-89.452293
874.786377	-88.904694
875.459290	-88.521301
876.132202	-87.630890
876.805115	-84.437302
877.478027	-85.317406
878.150940	-88.470680
878.823853	-88.516426
879.496765	-88.686447
880.169678	-88.139427
880.842590	-87.977776
881.515503	-85.816124
882.188416	-82.530716
882.861328	-85.620354
883.534241	-88.333237
884.207153	-88.400185
884.880066	-88.793617
885.552979	-88.687057
886.225891	-88.078568
886.898804	-88.393051
887.571716	-89.162971
888.244629	-89.263229
888.917542	-88.569427
889.590454	-88.130310
890.263367	-88.292412
890.936279	-88.193802
891.609192	-87.875916
892.282104	-87.138603
892.955017	-87.347084
893.627930	-88.203278
894.300842	-87.886414
894.973755	-87.326385
895.646667	-86.728645
896.319580	-86.204926
896.992493	-86.104782
897.665405	-86.154701
898.338318	-81.599358
899.011230	-81.623138
899.684143	-87.101646
900.357056	-87.788597
901.029968	-85.236069
901.702881	-82.542801
902.375793	-85.282524
903.048706	-85.776222
903.721619	-84.822655
904.394531	-85.457092
905.067444	-86.242676
905.740356	-86.816902
906.413269	-87.800781
907.086182	-86.554672
907.759094	-85.781143
908.432007	-85.316727
909.104919	-84.364235
909.777832	-83.760323
910.450745	-83.531754
911.123657	-83.196388
911.796570	-82.851555
912.469482	-82.955551
913.142395	-83.457695
913.815308	-83.721748
914.488220	-83.714264
915.161133	-82.946045
915.834045	-82.711906
916.506958	-83.527077
917.179871	-84.126198
917.852783	-83.674400
918.525696	-83.988205
919.198608	-83.573502
919.871521	-78.845451
920.544434	-78.346390
921.217346	-83.997597
921.890259	-84.605339
922.563171	-84.985344
923.236084	-85.299782
923.908997	-84.706169
924.581909	-83.923637
925.254822	-83.170151
925.927734	-82.851196
926.600647	-82.608932
927.273560	-84.062653
927.946472	-84.509323
928.619385	-85.037102
929.292297	-84.748619
929.965210	-84.524826
930.638123	-84.700554
931.311035	-83.055885
931.983948	-82.909019
932.656860	-84.738632
933.329773	-85.180962
934.002686	-85.233994
934.675598	-86.747627
935.348511	-87.455139
936.021423	-85.706879
936.694336	-83.884575
937.367249	-83.760452
938.040161	-82.113533
938.713074	-82.526276
939.385986	-86.041901
940.058899	-86.854935
940.731812	-86.371971
941.404724	-79.855919
942.077637	-77.877480
942.750549	-83.551834
943.423462	-85.199066
944.096375	-85.031372
944.769287	-84.194321
945.442200	-83.870903
946.115112	-83.927307
946.788025	-84.704666
947.460938	-86.126335
948.133850	-86.110947
948.806763	-86.464340
949.479675	-86.058548
950.152588	-85.732132
950.825500	-85.142090
951.498413	-85.250748
952.171326	-86.430382
952.844238	-86.372116
953.517151	-86.110001
954.190063	-85.533424
954.862976	-84.698814
955.535889	-85.603920
956.208801	-85.089073
956.881714	-85.131737
957.554626	-85.543594
958.227539	-85.048874
958.900452	-84.319824
959.573364	-82.824928
960.246277	-81.574074
960.919189	-69.746094
961.592102	-61.781082
962.265015	-64.993271
962.937927	-75.529991
963.610840	-73.742340
964.283752	-79.342125
964.956665	-81.195541
965.629578	-80.652000
966.302490	-81.872986
966.975403	-82.959290
967.648315	-83.770424
968.321228	-84.073471
968.994141	-85.973999
969.667053	-87.434090
970.339966	-87.791916
971.012878	-88.713142
971.685791	-86.531387
972.358704	-85.262314
973.031616	-84.583511
973.704529	-81.858734
974.377441	-82.197327
975.050354	-82.868919
975.723267	-83.947990
976.396179	-85.047882
977.069092	-84.809669
977.742004	-85.328362
978.414917	-84.134399
979.087830	-82.911842
979.760742	-83.475296
980.433655	-83.928795
981.106567	-83.938843
981.779480	-83.328018
982.452393	-82.592583
983.125305	-83.846558
983.798218	-81.788086
984.471130	-71.380470
985.144043	-67.249763
985.816956	-74.072258
986.489868	-82.650642
987.162781	-83.398651
987.835693	-83.754364
988.508606	-83.839966
989.181519	-80.629700
989.854431	-74.495193
990.527344	-73.543594
991.200256	-79.302132
991.873169	-81.200203
992.546082	-83.720322
993.218994	-84.433548
993.891907	-84.584770
994.564819	-84.909752
995.237732	-85.369865
995.910645	-86.582039
996.583557	-86.618446
997.256470	-86.686554
997.929382	-83.570770
998.602295	-81.483337
999.275208	-82.602097
999.948120	-83.737129
1000.621033	-83.734413
1001.293945	-82.833740
1001.966858	-82.476700
1002.639771	-82.528358
1003.312683	-82.634544
1003.985596	-82.278236
1004.658508	-81.770226
1005.331421	-79.054619
1006.004333	-67.387306
1006.677246	-62.248661
1007.350159	-68.098106
1008.023071	-80.188362
1008.695984	-81.362038
1009.368896	-81.558296
1010.041809	-82.517250
1010.714722	-83.585045
1011.387634	-83.395355
1012.060547	-83.110847
1012.733459	-83.664566
1013.406372	-84.187576
1014.079285	-83.785202
1014.752197	-84.816490
1015.425110	-86.341118
1016.098022	-86.158844
1016.770935	-85.391830
1017.443848	-85.183838
1018.116760	-84.795486
1018.789673	-84.879295
1019.462585	-84.571419
1020.135498	-84.093704
1020.808411	-84.316154
1021.481323	-83.613121
1022.154236	-82.236916
1022.827148	-81.125816
1023.500061	-80.615608
1024.172974	-80.597275
1024.845886	-80.264999
1025.518799	-79.860802
1026.191711	-80.572510
1026.864624	-81.310165
1027.537537	-75.374031
1028.210449	-69.635574
1028.883362	-74.000740
1029.556274	-81.465042
1030.229187	-81.375069
1030.902100	-80.825394
1031.575012	-81.451851
1032.247925	-82.264740
1032.920837	-83.056244
1033.593750	-82.582993
1034.266663	-83.282730
1034.939575	-85.494202
1035.612488	-85.380394
1036.285400	-84.399773
1036.958313	-85.093391
1037.631226	-85.998680
1038.304138	-86.423859
1038.977051	-86.460854
1039.649963	-85.245308
1040.322876	-85.074089
1040.995789	-84.193558
1041.668701	-82.998245
1042.341614	-83.540108
1043.014526	-84.314995
1043.687439	-84.887840
1044.360352	-84.006950
1045.033264	-82.121513
1045.706177	-82.257767
1046.379089	-84.001572
1047.052002	-85.684898
1047.724915	-85.494881
1048.397827	-85.710976
1049.070740	-84.252213
1049.743652	-79.144318
1050.416565	-81.414017
1051.089478	-82.970444
1051.762390	-80.693169
1052.435303	-82.070473
1053.108215	-83.280724
1053.781128	-83.842491
1054.454041	-84.088638
1055.126953	-82.955132
1055.799866	-85.523949
1056.472778	-87.207275
1057.145691	-88.960373
1057.818604	-91.876137
1058.491516	-92.390106
1059.164429	-91.492355
1059.837341	-91.190742
1060.510254	-90.990234
1061.183167	-90.957237
1061.856079	-90.733795
1062.528992	-88.976212
1063.201904	-87.746109
1063.874817	-87.914383
1064.547729	-88.750717
1065.220642	-89.092766
1065.893555	-89.537842
1066.566467	-88.407387
1067.239380	-87.569809
1067.912292	-87.369301
1068.585205	-86.728958
1069.258118	-87.159271
1069.931030	-87.812218
1070.603943	-85.927963
1071.276855	-81.212631
1071.949768	-82.252480
1072.622681	-85.425468
1073.295593	-85.382614
1073.968506	-85.402565
1074.641418	-85.163605
1075.314331	-85.182976
1075.987244	-84.944031
1076.660156	-85.061104
1077.333069	-85.320755
1078.005981	-86.652176
1078.678894	-87.737213
1079.351807	-88.176079
1080.024719	-88.920845
1080.697632	-88.348656
1081.370544	-85.964745
1082.043457	-84.071175
1082.716370	-84.904549
1083.389282	-84.619461
1084.062195	-84.443985
1084.735107	-84.941299
1085.408020	-86.917770
1086.080933	-87.365707
1086.753845	-85.832245
1087.426758	-85.466064
1088.099670	-85.911621
1088.772583	-86.649162
1089.445496	-86.918846
1090.118408	-86.817429
1090.791321	-87.214462
1091.464233	-88.624451
1092.137146	-90.776764
1092.810059	-89.562675
1093.482971	-89.102501
1094.155884	-88.548447
1094.828796	-89.611061
1095.501709	-91.088669
1096.174622	-91.764534
1096.847534	-92.405060
1097.520447	-92.177338
1098.193359	-91.605362
1098.866272	-91.127663
1099.539185	-90.135567
1100.212097	-87.915672
1100.885010	-85.658516
1101.557922	-84.665771
1102.230835	-86.275772
1102.903748	-87.338631
1103.576660	-85.931915
1104.249573	-85.525475
1104.922485	-85.573273
1105.595398	-87.361115
1106.268311	-88.133736
1106.941223	-87.484604
1107.614136	-87.298347
1108.287048	-87.490089
1108.959961	-87.664291
1109.632874	-86.965218
1110.305786	-86.288269
1110.978699	-85.459183
1111.651611	-82.899574
1112.324524	-83.277740
1112.997437	-87.564529
1113.670349	-86.320152
1114.343262	-82.978767
1115.016174	-82.767433
1115.689087	-84.577751
1116.362000	-86.434059
1117.034912	-86.809883
1117.707825	-85.834557
1118.380737	-86.082291
1119.053650	-86.715469
1119.726562	-87.184998
1120.399475	-86.043159
1121.072388	-87.758934
1121.745300	-87.145699
1122.418213	-86.716141
1123.091125	-88.831505
1123.764038	-90.430435
1124.436951	-90.662750
1125.109863	-90.492531
1125.782776	-88.104866
1126.455688	-88.104111
1127.128601	-90.099678
1127.801514	-90.328285
1128.474426	-90.810616
1129.147339	-90.795952
1129.820251	-89.672081
1130.493164	-87.204384
1131.166077	-84.097321
1131.838989	-86.993698
1132.511902	-88.411530
1133.184814	-87.532982
1133.857727	-86.919724
1134.530640	-86.415451
1135.203552	-87.224831
1135.876465	-86.877525
1136.549377	-86.548187
1137.222290	-87.161156
1137.895203	-87.334160
1138.568115	-87.741615
1139.241028	-88.313530
1139.913940	-88.628098
1140.586853	-88.744820
1141.259766	-87.322220
1141.932678	-84.944435
1142.605591	-85.425797
1143.278503	-85.896622
1143.951416	-85.509048
1144.624329	-87.678345
1145.297241	-88.120018
1145.970154	-87.067650
1146.643066	-87.027710
1147.315979	-87.458366
1147.988892	-88.435562
1148.661804	-89.188751
1149.334717	-88.819420
1150.007629	-90.066948
1150.680542	-89.634644
1151.353455	-89.258492
1152.026367	-89.902504
1152.699280	-89.997650
1153.372192	-90.965714
1154.045105	-90.737442
1154.718018	-90.043938
1155.390930	-90.084084
1156.063843	-88.851654
1156.736755	-87.606873
1157.409668	-88.522408
1158.082581	-86.996590
1158.755493	-85.191948
1159.428406	-85.030869
1160.101318	-85.870323
1160.774231	-81.978462
1161.447144	-76.171997
1162.120056	-71.080017
1162.792969	-70.221626
1163.465881	-73.866264
1164.138794	-79.906525
1164.811707	-83.095955
1165.484619	-84.583054
1166.157532	-84.052597
1166.830444	-87.343750
1167.503357	-89.194710
1168.176270	-88.903625
1168.849182	-89.480385
1169.522095	-89.024902
1170.195007	-90.169968
1170.867920	-90.968040
1171.540833	-88.844238
1172.213745	-89.181450
1172.886658	-91.556160
1173.559570	-92.452614
1174.232483	-92.055763
1174.905396	-91.839897
1175.578308	-91.603439
1176.251221	-91.432175
1176.924133	-91.529297
1177.597046	-91.459183
1178.269958	-92.434906
1178.942871	-91.161270
1179.615784	-90.004745
1180.288696	-91.355453
1180.961609	-91.265968
1181.634521	-89.865860
1182.307434	-89.655846
1182.980347	-89.698166
1183.653259	-90.186729
1184.326172	-90.444046
1184.999084	-90.468224
1185.671997	-89.968216
1186.344910	-88.882652
1187.017822	-86.976868
1187.690735	-85.840073
1188.363647	-87.023361
1189.036560	-87.624710
1189.709473	-86.381561
1190.382385	-86.397064
1191.055298	-87.822250
1191.728210	-88.361732
1192.401123	-88.785110
1193.074036	-89.574486
1193.746948	-89.013359
1194.419861	-88.778702
1195.092773	-88.707481
1195.765686	-90.179291
1196.438599	-91.351646
1197.111511	-87.459465
1197.784424	-80.036911
1198.457336	-81.487267
1199.130249	-90.490852
1199.803162	-91.078957
1200.476074	-87.755669
1201.148987	-85.700485
1201.821899	-85.702927
1202.494812	-86.953880
1203.167725	-89.335068
1203.840637	-90.903488
1204.513550	-90.772682
1205.186462	-90.624710
1205.859375	-89.850090
1206.532288	-89.629883
1207.205200	-89.979401
1207.878113	-88.960953
1208.551025	-87.982658
1209.223938	-88.711388
1209.896851	-89.283913
1210.569763	-89.619087
1211.242676	-90.115021
1211.915588	-90.216942
1212.588501	-90.905090
1213.261414	-92.440163
1213.934326	-92.219780
1214.607239	-92.122902
1215.280151	-92.662254
1215.953064	-92.465271
1216.625977	-90.301201
1217.298889	-87.052032
1217.971802	-89.575142
1218.644714	-92.889221
1219.317627	-90.564354
1219.990540	-88.033409
1220.663452	-89.895073
1221.336365	-90.736313
1222.009277	-91.175903
1222.682190	-89.998856
1223.355103	-88.663559
1224.028015	-88.412369
1224.700928	-88.820534
1225.373840	-88.873138
1226.046753	-88.055809
1226.719666	-86.620384
1227.392578	-86.512367
1228.065491	-86.682281
1228.738403	-86.593224
1229.411316	-86.045212
1230.084229	-86.150055
1230.757141	-81.496246
1231.430054	-73.905670
1232.102966	-73.519592
1232.775879	-80.734055
1233.448792	-86.491737
1234.121704	-87.129303
1234.794617	-88.193840
1235.467529	-87.292015
1236.140442	-86.806770
1236.813354	-88.197105
1237.486267	-88.738953
1238.159180	-88.809036
1238.832092	-90.240822
1239.505005	-91.082420
1240.177917	-91.693901
1240.850830	-92.445953
1241.523743	-92.294968
1242.196655	-91.779839
1242.869568	-92.133804
1243.542480	-91.609283
1244.215393	-89.412460
1244.888306	-88.661804
1245.561218	-89.929337
1246.234131	-89.769249
1246.907043	-89.385880
1247.579956	-90.003059
1248.252869	-90.536987
1248.925781	-90.896126
1249.598694	-90.960838
1250.271606	-90.857506
1250.944519	-91.506599
1251.617432	-92.205666
1252.290344	-92.547844
1252.963257	-92.486847
1253.636169	-94.311516
1254.309082	-94.957748
1254.981995	-92.794197
1255.654907	-90.131889
1256.327820	-92.620430
1257.000732	-94.330002
1257.673645	-95.097816
1258.346558	-95.166229
1259.019470	-93.833206
1259.692383	-93.738831
1260.365295	-93.671638
1261.038208	-93.681450
1261.711121	-92.874870
1262.384033	-91.838570
1263.056946	-91.112907
1263.729858	-90.039886
1264.402771	-90.217079
1265.075684	-89.760811
1265.748596	-88.456665
1266.421509	-89.674469
1267.094421	-90.957245
1267.767334	-91.886665
1268.440247	-92.840469
1269.113159	-93.784927
1269.786072	-94.023705
1270.458984	-94.684288
1271.131897	-94.609955
1271.804810	-93.983955
1272.477722	-94.247879
1273.150635	-94.767220
1273.823547	-96.084061
1274.496460	-96.557434
1275.169373	-96.241409
1275.842285	-95.297470
1276.515198	-93.734344
1277.188110	-92.243729
1277.861023	-92.018860
1278.533936	-90.863617
1279.206848	-89.739731
1279.879761	-89.687698
1280.552673	-89.396271
1281.225586	-88.865723
1281.898499	-89.230385
1282.571411	-89.261116
1283.244324	-89.053200
1283.917236	-89.577484
1284.590149	-88.504395
1285.263062	-88.214569
1285.935974	-88.026863
1286.608887	-87.742798
1287.281799	-86.084633
1287.954712	-87.271461
1288.627625	-89.405075
1289.300537	-91.062218
1289.973450	-91.601105
1290.646362	-91.593941
1291.319275	-91.988525
1291.992188	-87.741936
1292.665100	-87.603867
1293.338013	-91.293488
1294.010925	-90.472801
1294.683838	-90.643471
1295.356750	-91.940819
1296.029663	-91.931458
1296.702576	-91.753151
1297.375488	-91.330475
1298.048401	-89.707390
1298.721313	-87.932411
1299.394226	-89.804253
1300.067139	-89.536377
1300.740051	-89.230537
1301.412964	-87.729958
1302.085876	-85.864853
1302.758789	-85.244110
1303.431702	-86.209976
1304.104614	-86.550446
1304.777527	-83.958900
1305.450439	-81.389915
1306.123352	-82.353935
1306.796265	-86.536728
1307.469177	-85.604782
1308.142090	-85.399933
1308.815002	-86.888855
1309.487915	-88.762444
1310.160828	-88.773888
1310.833740	-87.213051
1311.506653	-87.345779
1312.179565	-90.788300
1312.852478	-91.016884
1313.525391	-88.230461
1314.198303	-89.590363
1314.871216	-92.159042
1315.544128	-91.031281
1316.217041	-89.712692
1316.889954	-89.370239
1317.562866	-88.517227
1318.235779	-88.741730
1318.908691	-89.320541
1319.581604	-89.245163
1320.254517	-89.952400
1320.927429	-91.168877
1321.600342	-90.342438
1322.273254	-87.956726
1322.946167	-89.824249
1323.619080	-92.560516
1324.291992	-92.874916
1324.964905	-91.613731
1325.637817	-92.665161
1326.310730	-91.204849
1326.983643	-90.512512
1327.656555	-89.041939
1328.329468	-88.757347
1329.002380	-89.243843
1329.675293	-87.160522
1330.348206	-87.954376
1331.021118	-81.327377
1331.694031	-82.272064
1332.366943	-82.052704
1333.039856	-81.161560
1333.712769	-82.152916
1334.385681	-80.702919
1335.058594	-84.234589
1335.731506	-85.355217
1336.404419	-85.709641
1337.077332	-85.354195
1337.750244	-84.658981
1338.423157	-84.602074
1339.096069	-84.133530
1339.768982	-83.854561
1340.441895	-84.585838
1341.114807	-85.684372
1341.787720	-87.011742
1342.460632	-88.068878
1343.133545	-89.111275
1343.806458	-89.193832
1344.479370	-90.059196
1345.152283	-90.949226
1345.825195	-90.117981
1346.498108	-90.455551
1347.171021	-88.872391
1347.843933	-88.389885
1348.516846	-90.460197
1349.189758	-91.339653
1349.862671	-90.618614
1350.535583	-90.153572
1351.208496	-90.007385
1351.881409	-87.879898
1352.554321	-85.151115
1353.227234	-88.328194
1353.900146	-92.307686
1354.573059	-93.088158
1355.245972	-92.508888
1355.918884	-92.027954
1356.591797	-92.016190
1357.264709	-91.799652
1357.937622	-91.363815
1358.610535	-89.632347
1359.283447	-90.533051
1359.956360	-90.441444
1360.629272	-91.064133
1361.302185	-89.829193
1361.975098	-89.483788
1362.648010	-89.478111
1363.320923	-89.983696
1363.993835	-90.793816
1364.666748	-91.474716
